OBJECTID,SITEREF,BOUNDNUM,OBJID,SITESORT,BOUNDREF,SITEALIAS,SITEADDRESS,SITEYRDESCRIPTION,SUITTYPE,SITEYRSUITCOMMENTS,AVLTYPE,SITEYRAVLBTYCOMMENTS,ACHTYPE,SITEYRACHCOMMENTS,SAPSTATUS,SAPREF,TOTALSHT,TOTALMED,TOTALLNG,TOTALIPP,TOTALOPP,SHLTOT,YR19_20,YR20_21,YR21_22,YR22_23,YR23_24,YR24_25,YR25_26,YR26_27,YR27_28,YR28_29,YR29_30,YR30_31,YR31_32,YR32_33,YR33_34,YR34_35,YR35_36,LCCOWN,SHLVERSIONREF,SHLAAYEAR,SHLAAYRVERSION,HMCAMAX,WARDMAX,Shape__Area,Shape__Length,SAPCAP
1105,SHL01436,SHL014361,703,5126,SHL014361,5126,Keswick Lane Bardsey,,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xHG1-43,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,9
1106,SHL01514,SHL015141,741,1060.2,SHL015141,1060B,Houghside Pudsey LS28,"Site slopes steeply, currently grassland. It abuts residential development to the east and further open land on all other sides. No road frontage available.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,Beyond 2033,2024,1,Outer West,Pudsey,0,0,30
1109,SHL01393,SHL013931,685,5006,SHL013931,5006,Pool Road,Land to the west of Whiteleys Paper Mill. The land is some distance from the main village of Pool within the Green Belt. The site is in agricultural use with farm buildings located in the north western boundary with access off Pool Road.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,Beyond 2033,2024,1,Outer North West,Adel & Wharfedale,0,0,245
1110,SHL01719,SHL017191,886,5240,SHL017191,5240,"Land adjacent to Mars Hall, Wetherby Road, Scarcroft, Leeds.",Site is in the Green Belt on the Northn Part of Scarcroft. Significant Tree cover.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,36
1112,SHL00446,SHL004461,170,1068,SHL004461,1068,"Stoney Lane, East Ardsley, Wakefield, WF3",Greenfield site in agricultural use adjacent to motorway junction and residential properties to the north and north west.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,21
1114,SHL01486,SHL014861,729,5176,SHL014861,5176,"29 - 31 Moor Road, Headingley, Leeds, LS6 4BG",The site at 29 to 31 Moor Road includes two substantial stone built Victorian villas set in large grounds situated in the Far Headingley Conservation Area.,Suitable,Site previously obtained planning approval under 14/00905/FU.  Permission for previous scheme expired on 30/03/2018.  Site is suitable for a new scheme to be brought forward.,Medium (6-10yrs),Site previously obtained planning approval by Mrs Carol Hill - Catholic Care (Diocese Of Leeds) on 30/03/2015.  Site remains undeveloped and available.,Medium (6-10yrs),There are no identified impediments to the site being delivered in accordance with a new permission.,Identified housing,HG1-102,0,32,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,Allocated without planning permission,2024,1,North Leeds,Weetwood,0,0,32
1116,SHL00926,SHL009261,452,3075,SHL009261,3075,"Scrap Yard, Thorpe Lane, Middleton, Leeds, LS10 4EP",Majority of the site is currently in employment use with the railway line to the south and with road access via Thorpe Lane.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,178
1117,SHL00142,SHL001421,64,331,SHL001421,331,South Accommodation Road And Atkinson Street Leeds,A pair of modern industrial sheds at junction of South Accommodation Road/Atkinson Street in the Aire Valley regeneration area. Adjacent to Aire and Calder Navigation and final stage of the Inner Ring Road. The Hunslet Mills complex (SHLAA Ref 467) is located immediately to the south of the site.,Suitable,Site adopted as a mixed use including housing allocation in AVLAAP under AV98 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Medium (6-10yrs),"The site was allocated for mixed use including housing in the Aire Valley Leeds Area Action Plan on 8 November 2017 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Medium (6-10yrs),The site was allocated for mixed use including housing in the Aire Valley Leeds Area Action Plan on 8 November 2017 as a deliverable site within the plan period.,Mixed use allocation,AV98,0,35,0,35,0,35,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,3,Allocated without planning permission,2024,1,Inner Area,Hunslet & Riverside,0,0,35
1118,SHL00654,SHL006541,286,1277,SHL006541,1277,"Hill Top Farm, Claypit Lane, Ledsham","Agricultural field with some tree cover, farm buildings and dwellings with gardens.  Steep bank down to Park Lane.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,Beyond 2033,2024,1,Outer South East,Kippax & Methley,0,0,74
1121,SHL01737,SHL017371,895,5258,SHL017371,5258,"Manheim Auctions, Rothwell",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,303,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,1,Beyond 2033,2024,1,Outer South,Rothwell,0,0,303
1122,SHL01618,SHL016181,831,1055.2,SHL016181,1055B,"Thorpe Arch Estate, Wetherby LS23 7BJ",The site forms approximatley one third of the Thorp Arch Trading Estate and is presently in employment uses. Part of the site has historical significance relating to WWII.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,1455,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,0,0,0,Beyond 2033,2024,1,Outer North East,Wetherby,0,0,1455
1123,SHL01946,SHL019461,1023,5446,SHL019461,5446,"34 Wakefield Road, Rothwell","The application site comprises of the property and garden at 34 Wakefield Road. The property lies in the middle portion of the site in the form of a large detached dwelling converted from a former row of terraced properties that has been rendered white with a gable roof form, and partially converted outbuilding to the rear.",Suitable,Site obtained detailed planning permission under 21/01561/RM and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Under construction,2024,1,Outer South,Ardsley & Robin Hood,0,0,
1124,SHL01400,SHL014001,689,5013,SHL014001,5013,"Land At 25 - 29 High Street, Kippax","Brownfield site off Kippax High Street. One side of the site borders onto housing, Kippax parish church.",Suitable,Site adopted as a housing allocation in Site Allocations Plan under HG2-130 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Medium (6-10yrs),"The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Medium (6-10yrs),The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as a deliverable site within the plan period.,Housing allocation,HG2-130,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,Allocated without planning permission,2024,1,Outer South East,Kippax & Methley,0,0,16
1126,SHL00006,SHL000062,3,15,SHL000062,15,Scarcroft Lodge Wetherby Road Scarcroft Leeds,Former YEB offices and grounds located to the east of Wetherby Road.,Suitable,Site obtained planning permission on 17/12/2020 and has current approval under 18/06794/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 18/06794/FU by Audley Group And MNI (Scarcroft) Ltd and available for scheme to be brought forward.,Short (=<5yrs),The delivery of the site is dependent upon the re-examination of the policy status of the location.  Any future delivery is dependent upon the requirement for Green Belt sites be released to meet up-to-date housing needs taking into account the current land supply picture as part of SHLAA assessments.,Remitted to Secretary of State,HG2-26,172,0,0,172,0,172,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,Site with detailed planning permission,2024,1,Outer North East,Harewood,0,0,100
1127,SHL01613,SHL016131,826,3455.1,SHL016131,3455A,Land off Gamble Lane,Single field in agricultural use. No buildings / constraints on site.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xBL1-21,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,Beyond 2033,2024,1,Outer West,Farnley & Wortley,0,0,120
1128,SHL00838,SHL008381,394,2123,SHL008381,2123,"Low Moor Side, New Farnley","Agricultural land and farm buildings on the western edge of New Farnley. The site is bounded by Low Moor Side Lane to the west and residential priorities to the north, east and south.",Suitable,Site obtained detailed planning permission under 20/07848/RM and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Identified housing,HG1-523,30,0,0,30,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,9,Under construction,2024,1,Outer West,Farnley & Wortley,0,0,130
1132,SHL01824,SHL018241,958,5339,SHL018241,5339,Towcester Avenue,,LDF to determine,Site adopted as a housing allocation in Site Allocations Plan under HG2-232 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Beyond 2033,"The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Beyond 2033,The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as a deliverable site within the plan period.,Housing allocation,HG2-232,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,90,Beyond 2033,2024,1,Outer South West,Middleton Park,0,0,44
1134,SHL00526,SHL005261,213,1148,SHL005261,1148,Land Of Bradford Road Guiseley,"Large area of Green Belt land north west of Guiseley used for agriculture. Site is bounded to the east by Bradford Road, and to the southeast by Thorpe Lane. Site is bounded on all other sides by further agricultural land. Site slopes down  from Thorpe Lane and has limited tree cover, which predominantly runs along field boundaries. Thorpe Lane has a significant tree line.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,539,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,Beyond 2033,2024,1,Aireborough,Guiseley & Rawdon,0,0,539
1136,SHL00847,SHL008471,399,2132,SHL008471,2132,Selby Road Garforth,"Located to the south of Selby Road, the site is located close to the existing settlement of Garforth.",Suitable,Site obtained detailed planning permission under 22/01098/RM and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Safeguarded land (PAS),HG3-18,228,0,0,228,0,228,0,0,0,0,0,70,70,70,18,0,0,0,0,0,0,0,0,0,Under construction,2024,1,Outer South East,Garforth & Swillington,0,0,500
1138,SHL01110,SHL011101,531,3375,SHL011101,3375,"North Of Elmet Drive, Barwick In Elmet","Greenfield site currently in agricultural use. The site is bounded by allotments to the north, sports pitches to the west and residential properties to the south. Open field lie beyond the east boundary of the site. Access to the site would be off Elmet Road.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,45
1139,SHL01288,SHL012881,628,4161,SHL012881,4161,"Land To The East Of Otley Road, Adel","Green Belt site. Largely flat open site with agricultural use, tree lined along western boundary.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,Beyond 2033,2024,1,Outer North West,Adel & Wharfedale,0,0,175
1142,SHL01570,SHL015701,789,1365.2,SHL015701,1365B,"Swithens Lane, Rothwell, Leeds LS26 0BS",Greenfield site to the south of Rothwell. Not connected to built up area.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,Beyond 2033,2024,1,Outer South,Rothwell,0,0,122
1143,SHL01366,SHL013661,671,4239,SHL013661,4239,"Holly Park Estate Extension, Horsforth, LS18 5","Greenfield site, current agricultural use. The site is well contained by trees on the north and west boundaries. Residential dwellings adjoin the site to the east and south. There is a road access from the existing estate near the south east corner, but this section of the site is not within the boundary of the site.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,Beyond 2033,2024,1,North Leeds,Horsforth,0,0,35
1146,SHL00899,SHL008991,431,3025,SHL008991,3025,"Land Between A660 And Birdcage Walk, Otley, LS21 3",Long narrow site running parallel to the north side of Birdcage Walk. All of site occupied by trees.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,26,Beyond 2033,2024,1,Outer North West,Otley & Yeadon,0,0,41
1147,SHL00294,SHL002941,116,659,SHL002941,659,"Station Street, Pudsey",The site is a disused railway located within a mixed residential and commercial area. The site benefits from mature trees and landscaping.,Suitable,Site previously obtained planning approval under 24/25/98/FU.  Permission for previous scheme expired on 27/10/2009.  Site is suitable for a new scheme to be brought forward.,Medium (6-10yrs),Site previously obtained planning approval by Private on 04/08/2003.  Site remains undeveloped and available.,Medium (6-10yrs),There are no identified impediments to the site being delivered in accordance with a new permission.,Housing allocation,HG2-74,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,Allocated without planning permission,2024,1,Outer West,Pudsey,0,0,20
1150,SHL01407,SHL014071,695,5020,SHL014071,5020,"Burley Willows Care Home, Willow Garth, Burley",Recently closed Home for Older People. Green areas and resdential surround the site.,Suitable,Site adopted as a housing allocation in Site Allocations Plan under HG2-108 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Medium (6-10yrs),"The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Medium (6-10yrs),The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as a deliverable site within the plan period.,Housing allocation,HG2-108,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,100,Allocated without planning permission,2024,1,Inner Area,Little London & Woodhouse,0,0,28
1151,SHL00414,SHL004141,156,1036,SHL004141,1036,Old Lane Bramhope LS16,Small greenfield site located on Old Lane. To the North of the site is Hilton Grange and Hilton Mews housing estates.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Beyond 2033,2024,1,Outer North West,Adel & Wharfedale,0,0,13
1153,SHL01859,SHL018591,977,5367,SHL018591,5367,"Land at Nanny Goat Lane, Garforth, Leeds",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,10
1154,SHL01876,SHL018761,984,5384,SHL018761,5384,"Protection House, 16 - 17 East Parade",,Suitable,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Short (=<5yrs),Site submitted to the SHLAA process as available for development.,Short (=<5yrs),The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,20,0,0,20,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,0
1155,SHL00498,SHL004981,199,1120,SHL004981,1120,"Land At Headingley Lane, Headingley","Greenfield site off Headingley Lane, Headingley. Attractive site with a combination of grassed and wooded areas.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,Beyond 2033,2024,1,North Leeds,Headingley & Hyde Park,0,0,36
1156,SHL01798,SHL017981,941,5313,SHL017981,5313,"Baghill Road, West Ardsley",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,23
1157,SHL01512,SHL015121,739,1053.1,SHL015121,1053A,"Pollard Lane, Newlay LS13","Vacant land with no obvious use. Set between the river and canal the site slopes upwards towards the east. Some trees on site and overgrown foliage. To the north the site connects to a newly developed housing estate, but there is no road in place to join the site.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xHG2-57,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,Beyond 2033,2024,1,Outer West,Bramley & Stanningley,0,0,40
